"Officiële naam";"Alternatieve naam";"Afkorting";"Type";"Subtype";"Startdatum";"Einddatum";"Datum ter verificatie";"Laatste mutatie";"Classificaties";"Onderdeel van";"Organisatiebeschrijving/doel";"Link naar uitgebreidere organisatiebeschrijving";"Adressen (type, toelichting, straat, huisnummer, toevoeging, postbus, postcode, plaats, regio, provincieAfkorting, land, centroideLatitude, centroideLongitude, centroideRdx, centroideRdy)";"Online afspraak url";"Afspraak per email";"Telefonische afspraak";"Telefoonnummers ";"Fax";"E-mail adressen";"Internetpagina's";"Sociale Media";"Contactformulieren";"Beschrijving contactgegevens";"Relatie met ministerie";"Link naar organogram";"Oppervlakte (km2)";"Wateroppervlakte (km2)";"Bevat plaatsen";"Aantal inwoners";"Inwoners per km2";"Totaal aantal zetels";"Raad (Partij (aantal zetels))";"Beleidsterreinen";"Datum van publiceren begroting";"Actieve afwijkingen van de Regeling";"OWMS URI";"TOOi URI";"KVK-nummer";"btw-nummer";"Loonheffingennummer";"OIN";"Organisatiecode";"Actieve beheerder ROO"
"Gemeente Vlissingen";"";"Vlissingen";"Gemeente";"";"";"";"16-05-2025";"16-05-2025";"CAO, wettelijke-grondslagen: https://www.caogemeenten.nl/, opschrift: CAO Gemeenten;Overheidswerkgever, externe-url: https://www.wnra.nl/, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0001947, opschrift: Ambtenarenwet 2017;WNT-instelling, externe-url: https://www.topinkomens.nl/voor-wnt-instellingen/wnt-register, wettelijke-grondslagen: http://wetten.overheid.nl/jci1.3:c:BWBR0032249&paragraaf=1&artikel=1.2&lid=1, opschrift: Gemeenten (Artikel 1.2, lid 1c, WNT);Woo, externe-url: https://www.rijksoverheid.nl/onderwerpen/wet-open-overheid-woo, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0045754, opschrift: Wet open overheid";"";"De gemeente Vlissingen is gelegen in de provincie Zeeland en omvat de stad Vlissingen, de dorpen Oost-Souburg en Ritthem, en omliggende gebieden. Vlissingen is bekend om haar strategische ligging aan de Westerschelde, met een belangrijke havenfunctie, maritieme geschiedenis en toeristische aantrekkingskracht vanwege haar stranden en boulevard. De gemeente streeft naar een duurzame toekomst, met aandacht voor economische ontwikkeling, leefbaarheid en toegankelijkheid. Naast de lokale dienstverlening zet de gemeente zich actief in op gebiedsontwikkeling, infrastructuur, en sociale voorzieningen om een aantrekkelijke woon- en werkomgeving te creëren voor haar inwoners en bedrijven.";"https://www.vlissingen.nl/gemeentelijke-organisatie";"adresType: Bezoekadres, openbareRuimte: Paul Krugerstraat, huisnummer: 1, postcode: 4382 MA, woonplaats: VLISSINGEN, provincieAfkorting: ZL, centroideLatitude: 51.44806163, centroideLongitude: 3.56947492, centroideRdx: 28648.241, centroideRdy: 385905.372;adresType: Postadres, postbus: 3000, postcode: 4380 GV, woonplaats: VLISSINGEN;adresType: Woo-Adres, toelichting: Adres voor indienen Woo-verzoek, openbareRuimte: Paul Krugerstraat, huisnummer: 1, postbus: 3000, postcode: 4382MA, woonplaats: Vlissingen, regio: Zeeland, provincieAfkorting: ZL, land: Nederland, centroideLatitude: 51.44806164, centroideLongitude: 3.56947486, centroideRdx: 28648.241, centroideRdy: 385905.372";"https://vlissingen.mijnafspraakmaken.nl/";"gemeente@vlissingen.nl";"(0118) 48 70 00";"(0118) 48 70 00, label: algemeen";"";"gemeente@vlissingen.nl, label: algemeen";"https://www.vlissingen.nl, label: algemeen";"";"";"";"";"https://cuatro.sim-cdn.nl/vlissingenebee90/uploads/organogram_gemeente_vlissingen_2024_def.pdf?cb=mRC6SNQB";"344,97";"";"Oost-Souburg, Ritthem, Vlissingen";"45755";"132";"27";"Lokale Partij Vlissingen (4);POV (3);PvdA (3);Partij Souburg-Ritthem (3);VVD (2);SGP (2);HvD (2);GroenLinks (2);Sociaal Liberale Fractie (SLF) (1);SP (1);D66 (1);CDA (1);Forum voor Democratie (1);ChristenUnie (1)";"";"";"";"http://standaarden.overheid.nl/owms/terms/Vlissingen_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0718";"20164548";"";"";"";"gm0718";"Ja"
"Gemeente Voerendaal";"";"Voerendaal";"Gemeente";"";"";"";"24-04-2025";"24-04-2025";"CAO, wettelijke-grondslagen: https://www.caogemeenten.nl/, opschrift: CAO Gemeenten;Overheidswerkgever, externe-url: https://www.wnra.nl/, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0001947, opschrift: Ambtenarenwet 2017;WNT-instelling, externe-url: https://www.topinkomens.nl/voor-wnt-instellingen/wnt-register, wettelijke-grondslagen: http://wetten.overheid.nl/jci1.3:c:BWBR0032249&paragraaf=1&artikel=1.2&lid=1, opschrift: Gemeenten (Artikel 1.2, lid 1c, WNT);Woo, externe-url: https://www.rijksoverheid.nl/onderwerpen/wet-open-overheid-woo, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0045754, opschrift: Wet open overheid";"";"De gemeentelijke organisatie heeft drie afdelingen, bestaande uit verschillende clusters.De clusters hebben expertise op een specifiek terrein, zoals sport, jeugd of parkeren. Zij werken beleid uit en bieden directe ondersteuning aan bewoners die dit nodig hebben, bijvoorbeeld op het gebied van participatie of werk.Zie voor meer informatie de link naar de uitgebreide organisatiebeschrijving.";"https://www.voerendaal.nl/over-voerendaal/over-de-gemeentelijke-organisatie";"adresType: Bezoekadres, openbareRuimte: Raadhuisplein, huisnummer: 1, postcode: 6367 ED, woonplaats: VOERENDAAL, provincieAfkorting: LB, centroideLatitude: 50.87925283, centroideLongitude: 5.93017423, centroideRdx: 193215.528, centroideRdy: 321192.214;adresType: Postadres, postbus: 23000, postcode: 6367 ZG, woonplaats: VOERENDAAL;adresType: Woo-Adres, openbareRuimte: Raadhuisplein, huisnummer: 1, postcode: 6367ED, woonplaats: Voerendaal, provincieAfkorting: LB, centroideLatitude: 50.87925283, centroideLongitude: 5.93017415, centroideRdx: 193215.528, centroideRdy: 321192.214;adresType: Woo-Adres, postbus: 23000, postcode: 6367 ZG, woonplaats: Voerendaal, land: Nederland";"https://www.voerendaal.nl/afspraak-maken#select/";"info@voerendaal.nl";"(045) 575 33 99";"(045) 575 33 99, label: algemeen";"";"info@voerendaal.nl, label: algemeen";"https://www.voerendaal.nl, label: algemeen";"";"";"";"";"https://www.voerendaal.nl/over-voerendaal/over-de-gemeentelijke-organisatie";"31,42";"";"Klimmen, Ransdaal, Voerendaal";"12583";"400";"15";"Democraten Voerendaal (6);VA (Voerendaal Actief) (2);PvdA (2);VVD (2);CDA (2);D66 (1)";"";"";"";"http://standaarden.overheid.nl/owms/terms/Voerendaal_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0986";"51896125";"";"";"";"gm0986";"Ja"
"Gemeente Voorne aan Zee";"";"Voorne aan Zee";"Gemeente";"";"01-01-2023";"";"04-06-2025";"04-06-2025";"CAO, wettelijke-grondslagen: https://www.caogemeenten.nl/, opschrift: CAO Gemeenten;Overheidswerkgever, externe-url: https://www.wnra.nl/, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0001947, opschrift: Ambtenarenwet 2017;WNT-instelling, externe-url: https://www.topinkomens.nl/voor-wnt-instellingen/wnt-register, wettelijke-grondslagen: http://wetten.overheid.nl/jci1.3:c:BWBR0032249&paragraaf=1&artikel=1.2&lid=1, opschrift: Gemeenten (Artikel 1.2, lid 1c, WNT);Woo, externe-url: https://www.rijksoverheid.nl/onderwerpen/wet-open-overheid-woo, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0045754, opschrift: Wet open overheid";"";"";"";"adresType: Bezoekadres, openbareRuimte: Oostzanddijk, huisnummer: 26, postcode: 3221AL, woonplaats: Hellevoetsluis, provincieAfkorting: ZH, centroideLatitude: 51.82358117, centroideLongitude: 4.13003114, centroideRdx: 68331.0, centroideRdy: 426857.0;adresType: Postadres, postbus: 13, postcode: 3220 AA, woonplaats: HELLEVOETSLUIS;adresType: Woo-Adres, toelichting: College van Burgemeester en Wethouders van Voorne aan Zee, postbus: 13, postcode: 3220 AA, woonplaats: Hellevoetsluis, regio: Zuid-Holland, provincieAfkorting: ZH, land: Nederland";"https://wb-voorneaanzee.qmatic.cloud/qmaticwebbooking/#/";"gemeente@voorneaanzee.nl";"14 0181";"14 0181, label: algemeen";"";"gemeente@voorneaanzee.nl, label: algemeen";"https://www.voorneaanzee.nl, label: algemeen";"";"";"";"";"https://www.voorneaanzee.nl/organogram";"174,81";"";"Brielle, Hellevoetsluis, Oostvoorne, Oudenhoorn, Rockanje, Tinte, Vierpolders, Zwartewaal";"74527";"426";"35";"IBV (10);VVD (6);GL/PvdA (4);CDA (3);D66 (2);ONS Brielle (2);Fractie Den Brok (1);PVaz (1);BVNL (1);LEF! (1);Forum voor Democratie (1);Vrij Voorne (1)";"";"";"";"http://standaarden.overheid.nl/owms/terms/Voorne_aan_Zee";"https://identifier.overheid.nl/tooi/id/gemeente/gm1992";"";"";"";"";"gm1992";"Ja"
"Gemeente Voorschoten";"";"Voorschoten";"Gemeente";"";"";"";"02-06-2025";"02-06-2025";"CAO, wettelijke-grondslagen: https://www.caogemeenten.nl/, opschrift: CAO Gemeenten;Overheidswerkgever, externe-url: https://www.wnra.nl/, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0001947, opschrift: Ambtenarenwet 2017;WNT-instelling, externe-url: https://www.topinkomens.nl/voor-wnt-instellingen/wnt-register, wettelijke-grondslagen: http://wetten.overheid.nl/jci1.3:c:BWBR0032249&paragraaf=1&artikel=1.2&lid=1, opschrift: Gemeenten (Artikel 1.2, lid 1c, WNT);Woo, externe-url: https://www.rijksoverheid.nl/onderwerpen/wet-open-overheid-woo, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0045754, opschrift: Wet open overheid";"";"";"https://www.voorschoten.nl/gemeentelijke-organisatie";"adresType: Bezoekadres, openbareRuimte: Leidseweg, huisnummer: 25, postcode: 2252 LA, woonplaats: VOORSCHOTEN, provincieAfkorting: ZH, centroideLatitude: 52.12720652, centroideLongitude: 4.44875342, centroideRdx: 90738.944, centroideRdy: 460303.894;adresType: Postadres, postbus: 393, postcode: 2250 AJ, woonplaats: VOORSCHOTEN;adresType: Woo-Adres, postbus: 393, postcode: 2250AJ, woonplaats: Voorschoten, regio: Zuid Holland, provincieAfkorting: ZH, land: Nederland";"https://www.voorschoten.nl/contact-met-de-gemeente";"";"14 071";"14 071, label: algemeen";"";"gemeente@voorschoten.nl, label: algemeen";"https://www.voorschoten.nl, label: algemeen";"";"";"";"";"https://www.voorschoten.nl/gemeentelijke-organisatie";"11,59";"";"Voorschoten";"25900";"2234";"21";"VVD (4);CDA (4);GroenLinks (4);Voorschoten Lokaal (4);D66 (3);SP (1);PvdA (1)";"";"";"";"http://standaarden.overheid.nl/owms/terms/Voorschoten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0626";"27381083";"";"";"";"gm0626";"Ja"
"Gemeente Voorst";"";"Voorst";"Gemeente";"";"";"";"07-06-2025";"07-06-2025";"CAO, wettelijke-grondslagen: https://www.caogemeenten.nl/, opschrift: CAO Gemeenten;Overheidswerkgever, externe-url: https://www.wnra.nl/, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0001947, opschrift: Ambtenarenwet 2017;WNT-instelling, externe-url: https://www.topinkomens.nl/voor-wnt-instellingen/wnt-register, wettelijke-grondslagen: http://wetten.overheid.nl/jci1.3:c:BWBR0032249&paragraaf=1&artikel=1.2&lid=1, opschrift: Gemeenten (Artikel 1.2, lid 1c, WNT);Woo, externe-url: https://www.rijksoverheid.nl/onderwerpen/wet-open-overheid-woo, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0045754, opschrift: Wet open overheid";"";"De gemeente Voorst is een aantrekkelijke Gelderse gemeente gelegen tussen IJssel en Veluwe. Een gemeente met ongeveer 25.000 inwoners die wonen in twaalf kernen: Bussloo, De Vecht, Klarenbeek, Nijbroek, Posterenk, Steenenkamer, Terwolde, Teuge, Twello, Voorst, Wilp en Wilp-Achterhoek.";"https://www.voorst.nl/over-voorst";"adresType: Bezoekadres, openbareRuimte: H.W. Iordensweg, huisnummer: 17, postcode: 7391 KA, woonplaats: TWELLO, provincieAfkorting: GD, centroideLatitude: 52.23668166, centroideLongitude: 6.1097025, centroideRdx: 204352.7, centroideRdy: 472314.8;adresType: Postadres, postbus: 9000, postcode: 7390 HA, woonplaats: TWELLO;adresType: Woo-Adres, openbareRuimte: H.W. Iordensweg, huisnummer: 17, postbus: 9000, postcode: 7391KA, woonplaats: Twello, provincieAfkorting: GD, land: Nederland, centroideLatitude: 52.23668165, centroideLongitude: 6.10970242, centroideRdx: 204352.7, centroideRdy: 472314.8";"https://www.voorst.nl/home/afspraakmaken";"Gemeente@voorst.nl";"(0571) 27 99 11";"(0571) 27 99 11, label: algemeen";"";"Gemeente@voorst.nl, label: algemeen";"https://www.voorst.nl, label: algemeen";"";"";"";"";"";"126,60";"";"Klarenbeek, Nijbroek, Steenenkamer, Terwolde, Teuge, Twello, Voorst Gem Voorst, Wilp";"25567";"201";"19";"Gemeente Belangen (5);CDA (3);PvdA-GroenLinks (3);VVD-Liberaal 2000 (3);SGP (1);D66 (1);VoortvArend Voorst (1)";"";"";"";"http://standaarden.overheid.nl/owms/terms/Voorst_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0285";"08218153";"";"";"";"gm0285";"Ja"
"Gemeente Vught";"";"Vught";"Gemeente";"";"";"";"03-04-2025";"03-04-2025";"CAO, wettelijke-grondslagen: https://www.caogemeenten.nl/, opschrift: CAO Gemeenten;Overheidswerkgever, externe-url: https://www.wnra.nl/, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0001947, opschrift: Ambtenarenwet 2017;WNT-instelling, externe-url: https://www.topinkomens.nl/voor-wnt-instellingen/wnt-register, wettelijke-grondslagen: http://wetten.overheid.nl/jci1.3:c:BWBR0032249&paragraaf=1&artikel=1.2&lid=1, opschrift: Gemeenten (Artikel 1.2, lid 1c, WNT);Woo, externe-url: https://www.rijksoverheid.nl/onderwerpen/wet-open-overheid-woo, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0045754, opschrift: Wet open overheid";"";"";"https://vught.nl/wie-doet-wat-in-de-gemeente-vught";"adresType: Bezoekadres, openbareRuimte: Secr. van Rooijstraat, huisnummer: 1, postcode: 5261 EP, woonplaats: VUGHT, provincieAfkorting: NB, centroideLatitude: 51.6566515, centroideLongitude: 5.2992281, centroideRdx: 148912.459, centroideRdy: 407540.072;adresType: Postadres, postbus: 10100, postcode: 5260 GA, woonplaats: VUGHT;adresType: Woo-Adres, postbus: 10100, postcode: 5260GA, woonplaats: Vught";"https://vught.nl/afspraak-maken/formulier";"gemeente@vught.nl";"(073) 658 06 80";"(073) 658 06 80, label: algemeen";"";"gemeente@vught.nl, label: algemeen";"https://www.vught.nl, label: algemeen";"";"";"";"";"https://vught.bestuurlijkeinformatie.nl/Reports/Document/c5980fad-ac34-49d6-a417-2d3df679e587?documentId=ae1accf0-41d2-47ef-9870-6546a1992192";"34,46";"";"Cromvoirt, Helvoirt, Vught";"33010";"957";"24";"VVD (6);Gemeentebelangen (5);PvdA-GroenLinks (4);D66 (3);CDA (3);SP (1);SamenLokaal (1);Fractie Progressief Liberaal Vught (1)";"";"";"";"http://standaarden.overheid.nl/owms/terms/Vught_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0865";"50653466";"";"";"";"gm0865";"Ja"
"Gemeente Waadhoeke";"";"Waadhoeke";"Gemeente";"";"01-01-2018";"";"15-04-2025";"15-04-2025";"CAO, wettelijke-grondslagen: https://www.caogemeenten.nl/, opschrift: CAO Gemeenten;Overheidswerkgever, externe-url: https://www.wnra.nl/, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0001947, opschrift: Ambtenarenwet 2017;WNT-instelling, externe-url: https://www.topinkomens.nl/voor-wnt-instellingen/wnt-register, wettelijke-grondslagen: http://wetten.overheid.nl/jci1.3:c:BWBR0032249&paragraaf=1&artikel=1.2&lid=1, opschrift: Gemeenten (Artikel 1.2, lid 1c, WNT);Woo, externe-url: https://www.rijksoverheid.nl/onderwerpen/wet-open-overheid-woo, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0045754, opschrift: Wet open overheid";"";"";"https://www.waadhoeke.nl/organisatie";"adresType: Bezoekadres, openbareRuimte: Harlingerweg, huisnummer: 18, postcode: 8801 PA, woonplaats: FRANEKER, provincieAfkorting: FR, centroideLatitude: 53.18480873, centroideLongitude: 5.5317757, centroideRdx: 164664.323, centroideRdy: 577580.518;adresType: Postadres, postbus: 58, postcode: 8800 AB, woonplaats: FRANEKER;adresType: Woo-Adres, postbus: 58, postcode: 8800 AB, woonplaats: Franeker, regio: Fryslân, provincieAfkorting: FR, land: Nederland";"https://waadhoeke.mijnafspraakmaken.nl/Client/";"";"(0517) 38 03 80";"(0517) 38 03 80, label: algemeen";"";"info@waadhoeke.nl, label: algemeen";"https://www.waadhoeke.nl, label: algemeen";"";"";"";"";"https://www.waadhoeke.nl/organisatie/organogram";"315,26";"";"Achlum, Baaium, Berltsum, Bitgum, Bitgummole, Blessum, Boer, Boksum, Deinum, Dongjum, Dronryp, Firdgum, Franeker, Herbaijum, Hitzum, Ingelum, Klooster Lidlum, Marsum, Menaam, Minnertsga, Nij Altoenae, Oosterbierum, Oudebildtzijl, Peins, Pietersbierum, Ried, Schalsum, Sexbierum, Skingen, Slappeterp, Spannum, St.-Annaparochie, St.-Jacobiparochie, Tzum, Tzummarum, Vrouwenparochie, Westhoek, Wier, Winsum FR, Wjelsryp, Zweins";"46857";"148";"29";"SAM (7);Gemeentebelangen (7);FNP (6);CDA (6);VVD (2);ChristenUnie (1)";"";"";"";"http://standaarden.overheid.nl/owms/terms/Waadhoeke";"https://identifier.overheid.nl/tooi/id/gemeente/gm1949";"70528586";"";"";"";"";"Ja"
"Gemeente Waalre";"";"Waalre";"Gemeente";"";"";"";"06-06-2025";"06-06-2025";"CAO, wettelijke-grondslagen: https://www.caogemeenten.nl/, opschrift: CAO Gemeenten;Overheidswerkgever, externe-url: https://www.wnra.nl/, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0001947, opschrift: Ambtenarenwet 2017;WNT-instelling, externe-url: https://www.topinkomens.nl/voor-wnt-instellingen/wnt-register, wettelijke-grondslagen: http://wetten.overheid.nl/jci1.3:c:BWBR0032249&paragraaf=1&artikel=1.2&lid=1, opschrift: Gemeenten (Artikel 1.2, lid 1c, WNT);Woo, externe-url: https://www.rijksoverheid.nl/onderwerpen/wet-open-overheid-woo, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0045754, opschrift: Wet open overheid";"";"De gemeente Waalre kent 9 verschillende teams. Elk team wordt aangestuurd door een manager.";"https://www.waalre.nl/bestuur-en-organisatie/organisatiestructuur";"adresType: Bezoekadres, openbareRuimte: Koningin Julianalaan, huisnummer: 19, postcode: 5582 JV, woonplaats: WAALRE, provincieAfkorting: NB, centroideLatitude: 51.39176541, centroideLongitude: 5.4614662, centroideRdx: 160169.0, centroideRdy: 378070.0;adresType: Postadres, postbus: 10000, postcode: 5580 GA, woonplaats: WAALRE;adresType: Woo-Adres, openbareRuimte: Koningin Julianalaan, huisnummer: 19, postbus: 10000, postcode: 5582JV, woonplaats: Waalre, provincieAfkorting: NB, land: Nederland, centroideLatitude: 51.39176541, centroideLongitude: 5.46146612, centroideRdx: 160169.0, centroideRdy: 378070.0";"https://www.waalre.nl/afspraak/";"gemeente@waalre.nl";"(040) 228 25 00";"(040) 228 25 00, label: algemeen";"";"gemeente@waalre.nl, label: algemeen";"https://www.waalre.nl, label: algemeen";"";"";"";"";"https://www.waalre.nl/bestuur-en-organisatie/organisatiestructuur";"22,19";"";"Waalre";"17898";"806";"17";"D66 (3);AWB (3);VVD (3);CDA (3);GroenLinks (2);ZW14 (2);PvdA (1)";"";"";"";"http://standaarden.overheid.nl/owms/terms/Waalre_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0866";"17269410";"";"";"";"gm0866";"Ja"
"Gemeente Waalwijk";"";"Waalwijk";"Gemeente";"";"";"";"04-06-2025";"04-06-2025";"CAO, wettelijke-grondslagen: https://www.caogemeenten.nl/, opschrift: CAO Gemeenten;Overheidswerkgever, externe-url: https://www.wnra.nl/, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0001947, opschrift: Ambtenarenwet 2017;WNT-instelling, externe-url: https://www.topinkomens.nl/voor-wnt-instellingen/wnt-register, wettelijke-grondslagen: http://wetten.overheid.nl/jci1.3:c:BWBR0032249&paragraaf=1&artikel=1.2&lid=1, opschrift: Gemeenten (Artikel 1.2, lid 1c, WNT);Woo, externe-url: https://www.rijksoverheid.nl/onderwerpen/wet-open-overheid-woo, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0045754, opschrift: Wet open overheid";"";"";"";"adresType: Bezoekadres, openbareRuimte: Taxandriaweg, huisnummer: 6, postcode: 5141 PA, woonplaats: WAALWIJK, provincieAfkorting: NB, centroideLatitude: 51.69185161, centroideLongitude: 5.06595634, centroideRdx: 132788.0, centroideRdy: 411501.5;adresType: Postadres, postbus: 10150, postcode: 5140 GB, woonplaats: WAALWIJK;adresType: Woo-Adres, openbareRuimte: Taxandriaweg, huisnummer: 6, postbus: 10150, postcode: 5141PA, woonplaats: Waalwijk, regio: Noord-Brabant, provincieAfkorting: NB, land: Nederland";"https://www.waalwijk.nl/afspraak";"";"";"(0416) 68 34 56, label: algemeen";"";"info@waalwijk.nl, label: algemeen";"https://www.waalwijk.nl, label: algemeen";"";"";"";"";"https://cuatro.sim-cdn.nl/waalwijk/uploads/organogram_gemeente_waalwijk_2024.pdf?cb=aaQvwtHe";"67,74";"";"Sprang-Capelle, Waalwijk, Waspik";"51241";"756";"28";"Lokaal Belang (11);VVD (4);GroenLinksaf (3);Samen Waalwijk (2);D66 (2);CDA (2);SGP (2);ChristenUnie (1);Lijst IJpelaar (1)";"";"";"";"http://standaarden.overheid.nl/owms/terms/Waalwijk_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0867";"17278006";"";"";"";"gm0867";"Ja"
"Gemeente Waddinxveen";"";"Waddinxveen";"Gemeente";"";"";"";"16-03-2025";"16-03-2025";"CAO, wettelijke-grondslagen: https://www.caogemeenten.nl/, opschrift: CAO Gemeenten;Overheidswerkgever, externe-url: https://www.wnra.nl/, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0001947, opschrift: Ambtenarenwet 2017;WNT-instelling, externe-url: https://www.topinkomens.nl/voor-wnt-instellingen/wnt-register, wettelijke-grondslagen: http://wetten.overheid.nl/jci1.3:c:BWBR0032249&paragraaf=1&artikel=1.2&lid=1, opschrift: Gemeenten (Artikel 1.2, lid 1c, WNT);Woo, externe-url: https://www.rijksoverheid.nl/onderwerpen/wet-open-overheid-woo, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0045754, opschrift: Wet open overheid";"";"";"";"adresType: Bezoekadres, openbareRuimte: Beukenhof, huisnummer: 1, postcode: 2741 HS, woonplaats: WADDINXVEEN, provincieAfkorting: ZH, centroideLatitude: 52.04417044, centroideLongitude: 4.65549319, centroideRdx: 104802.115, centroideRdy: 450902.825;adresType: Postadres, postbus: 400, postcode: 2740 AK, woonplaats: WADDINXVEEN;adresType: Woo-Adres, postbus: 400, postcode: 2740AK, woonplaats: Waddinxveen, provincieAfkorting: ZH, land: Nederland";"";"";"14 0182";"14 0182, label: algemeen";"";"gemeente@waddinxveen.nl, label: algemeen";"https://www.waddinxveen.nl, label: algemeen";"";"";"";"";"https://www.waddinxveen.nl/organisatie-bestuur/organogram/";"29,39";"";"Waddinxveen";"35031";"1191";"23";"PCW (7);VVD (4);Weerbaar Waddinxveen (3);D66 (3);CDA (3);PvdA/GroenLinks (2);Onafhankelijk (1)";"";"";"";"http://standaarden.overheid.nl/owms/terms/Waddinxveen_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0627";"24482458";"";"";"";"gm0627";"Ja"
